clip,slice_order,frame_idx,frame_name,timestamp_ns,rgb_path,depth_path,stereo_left_path,stereo_right_path,gaze_x,gaze_y,has_hands,source_archive,split,notes,pose_00,pose_01,pose_02,pose_03,pose_04,pose_05,pose_06,pose_07,pose_08,pose_09,pose_10,pose_11,pose_12,pose_13,pose_14,pose_15
10_assy_0_1,462,462,000462.jpg,46200000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000462.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000462.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000462.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000462.jpg,434,264,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9049632203698503,-0.3288702430486857,-0.2699739487708548,-0.097,0.02227557172706488,0.5970124900889007,-0.8019226182008353,-0.018,0.4249063057687684,-0.731724299114734,-0.5329485729439466,-0.194,0.0,0.0,0.0,1.0
10_assy_0_1,463,463,000463.jpg,46300000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000463.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000463.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000463.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000463.jpg,436,265,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9058326203066432,-0.3297349381651433,-0.2659739358313702,-0.098,0.019677235956002508,0.594410194304641,-0.8039212195805324,-0.019,0.42317853250552834,-0.7334516967462467,-0.5319478716627404,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,464,464,000464.jpg,46400000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000464.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000464.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000464.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000464.jpg,429,264,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9060614114490451,-0.32577393042036606,-0.2700445610291581,-0.098,0.025341522277508848,0.595261245198928,-0.8031325278015331,-0.019,0.4223867018877639,-0.734530731979737,-0.5310876366906775,-0.195,0.0,0.0,0.0,1.0
10_assy_0_1,465,465,000465.jpg,46500000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000465.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000465.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000465.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000465.jpg,463,215,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9097865957513057,-0.317824806268162,-0.2669751724633877,-0.1,0.026056055213327885,0.5981967883397735,-0.800925517390163,-0.019,0.41425768813381164,-0.7356276197510434,-0.5359501589527184,-0.193,0.0,0.0,0.0,1.0
10_assy_0_1,466,466,000466.jpg,46600000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000466.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000466.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000466.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000466.jpg,462,219,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.910042704704165,-0.32282731556349464,-0.2600092304915266,-0.102,0.012015864064758037,0.6064534129259338,-0.795028224002937,-0.017,0.4143403125759128,-0.7266338708569502,-0.5480194550359868,-0.191,0.0,0.0,0.0,1.0
10_assy_0_1,467,467,000467.jpg,46700000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000467.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000467.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000467.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000467.jpg,464,222,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9111681740813463,-0.3212597490025962,-0.25800141901170687,-0.103,0.006064678454934554,0.6156398210123377,-0.7880043340357559,-0.015,0.41199002198658125,-0.7195691658587698,-0.5590030745253649,-0.192,0.0,0.0,0.0,1.0
10_assy_0_1,468,468,000468.jpg,46800000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000468.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000468.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000468.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000468.jpg,461,233,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9189093802815272,-0.313033075685975,-0.24003300680781015,-0.102,0.002518253166352895,0.6038293863957729,-0.7971096101076028,-0.018,0.39446065612632364,-0.73307596171985,-0.5540761907146952,-0.197,0.0,0.0,0.0,1.0
10_assy_0_1,469,469,000469.jpg,46900000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000469.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000469.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000469.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000469.jpg,620,555,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9249587382307695,-0.3147817488445078,-0.21298775355624563,-0.102,-0.01234440363355918,0.584980550887439,-0.8109533715216677,-0.022,0.3798670139265512,-0.7474692004877669,-0.5449686652026003,-0.202,0.0,0.0,0.0,1.0
10_assy_0_1,470,470,000470.jpg,47000000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000470.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000470.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000470.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000470.jpg,606,551,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9225573181712793,-0.3282063713988116,-0.20290040034914292,-0.104,-0.021959794677833135,0.5696460639437722,-0.8215966950098298,-0.025,0.3852346844539372,-0.7535143924349378,-0.5327384895866659,-0.204,0.0,0.0,0.0,1.0
10_assy_0_1,471,471,000471.jpg,47100000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000471.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000471.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000471.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000471.jpg,594,536,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9159719712618156,-0.3437433613446341,-0.20696823281420743,-0.106,-0.02402303387319936,0.5618752491493871,-0.8268730847214953,-0.027,0.4005224609260644,-0.7524205645281145,-0.5229197379798575,-0.206,0.0,0.0,0.0,1.0
10_assy_0_1,472,472,000472.jpg,47200000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000472.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000472.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000472.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000472.jpg,592,534,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9192092470008716,-0.34208648196419555,-0.1950158944431221,-0.108,-0.028083698438550457,0.5509463783080641,-0.8340679793105836,-0.029,0.3927666815172888,-0.7612062316393553,-0.5160420591418,-0.206,0.0,0.0,0.0,1.0
10_assy_0_1,473,473,000473.jpg,47300000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000473.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000473.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000473.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000473.jpg,595,530,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9225940099598299,-0.34015832126206724,-0.18196870407411744,-0.11,-0.03707304517090428,0.5476951039306811,-0.8358562450877043,-0.029,0.3839868254354537,-0.7644098309196008,-0.5179109269801804,-0.203,0.0,0.0,0.0,1.0
10_assy_0_1,474,474,000474.jpg,47400000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000474.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000474.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000474.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000474.jpg,577,520,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9195301609841648,-0.3498656020196439,-0.17904843915507349,-0.112,-0.047365072217743304,0.5509010371988343,-0.8332254179674649,-0.029,0.3901548833146189,-0.7576952604686668,-0.5231415289279522,-0.201,0.0,0.0,0.0,1.0
10_assy_0_1,475,475,000475.jpg,47500000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000475.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000475.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000475.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000475.jpg,575,514,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9185663264713803,-0.35294531662732476,-0.17794804675441447,-0.113,-0.05126167770218876,0.5527678203964147,-0.8317571623577126,-0.028,0.39192874897362495,-0.7549022057227246,-0.5258464752405732,-0.198,0.0,0.0,0.0,1.0
10_assy_0_1,476,476,000476.jpg,47600000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000476.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000476.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000476.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000476.jpg,578,512,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.918148167714437,-0.35403995310746705,-0.1779315984480679,-0.114,-0.05569490226175918,0.5599058984551761,-0.8266822017783829,-0.027,0.3923034794450274,-0.7491068658601151,-0.5337947953442037,-0.197,0.0,0.0,0.0,1.0
10_assy_0_1,477,477,000477.jpg,47700000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000477.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000477.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000477.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000477.jpg,579,515,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9175312887228237,-0.3551456917407302,-0.17890743934401532,-0.114,-0.05708546387140503,0.5628676295017434,-0.8245733936246517,-0.026,0.3935448945536211,-0.7463588743339804,-0.5367223180320461,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,478,478,000478.jpg,47800000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000478.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000478.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000478.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000478.jpg,569,519,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9183692932504736,-0.3529243879506725,-0.17900340109693155,-0.114,-0.05531824636998731,0.5623957920234554,-0.8250156754467516,-0.026,0.3918389118415565,-0.7477669085376497,-0.5360101842902532,-0.197,0.0,0.0,0.0,1.0
10_assy_0_1,479,479,000479.jpg,47900000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000479.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000479.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000479.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000479.jpg,571,520,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9181785841168333,-0.3539828143473297,-0.17788832119043443,-0.114,-0.05657748334430659,0.5615860148451247,-0.8254817601308924,-0.027,0.3921059500283462,-0.7478752002019557,-0.5356637087532183,-0.197,0.0,0.0,0.0,1.0
10_assy_0_1,480,480,000480.jpg,48000000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000480.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000480.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000480.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000480.jpg,570,520,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9171185145965328,-0.3551874591508072,-0.18092954166261233,-0.114,-0.05382949535827738,0.5600944129406902,-0.8266780715744774,-0.027,0.3949633091993768,-0.748422419128808,-0.5327925177136595,-0.198,0.0,0.0,0.0,1.0
10_assy_0_1,481,481,000481.jpg,48100000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000481.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000481.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000481.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000481.jpg,570,515,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9181829051238227,-0.35190134902873893,-0.1819494250887611,-0.114,-0.05161632144474471,0.5616394662215641,-0.8257704677105311,-0.027,0.39277971956160085,-0.7488167669958453,-0.5338516098758156,-0.198,0.0,0.0,0.0,1.0
10_assy_0_1,482,482,000482.jpg,48200000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000482.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000482.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000482.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000482.jpg,574,517,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9179256946549897,-0.35202063715668536,-0.1830133604629885,-0.113,-0.050562148029900264,0.5613090435269004,-0.8260603046034344,-0.027,0.3935173290704704,-0.7490084303068408,-0.533038913261054,-0.199,0.0,0.0,0.0,1.0
10_assy_0_1,483,483,000483.jpg,48300000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000483.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000483.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000483.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000483.jpg,578,515,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9197734042545751,-0.3482272339706804,-0.18098253602786935,-0.113,-0.05009100794238156,0.561557249781464,-0.8259203025360224,-0.027,0.38923999762263156,-0.7505939306569216,-0.5339484764579129,-0.199,0.0,0.0,0.0,1.0
10_assy_0_1,484,484,000484.jpg,48400000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000484.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000484.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000484.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000484.jpg,580,513,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9198950270420112,-0.3489017826876604,-0.17905497831881162,-0.113,-0.0533645100390481,0.5637012344103864,-0.824253084551401,-0.027,0.3885168828914258,-0.7486711323148364,-0.5371649349564349,-0.199,0.0,0.0,0.0,1.0
10_assy_0_1,485,485,000485.jpg,48500000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000485.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000485.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000485.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000485.jpg,575,514,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9189538154501996,-0.3518741790139189,-0.17806865870444766,-0.114,-0.05305598934497893,0.5577383516281912,-0.8283193786925992,-0.028,0.39077992152123936,-0.751739644602005,-0.5312048189441669,-0.198,0.0,0.0,0.0,1.0
10_assy_0_1,486,486,000486.jpg,48600000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000486.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000486.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000486.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000486.jpg,579,512,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9190590507544655,-0.3521308483940859,-0.1770150469185093,-0.115,-0.05576217135706023,0.5608017239670513,-0.8260702189530433,-0.028,0.390155150513032,-0.7493365679084696,-0.535045480798884,-0.197,0.0,0.0,0.0,1.0
10_assy_0_1,487,487,000487.jpg,48700000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000487.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000487.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000487.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000487.jpg,571,514,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9204195868818646,-0.35104631442703016,-0.17202984976862695,-0.116,-0.06001903702106281,0.56172631800392,-0.8251431747623096,-0.028,0.3862971644722259,-0.7491528741111242,-0.5380933672995425,-0.197,0.0,0.0,0.0,1.0
10_assy_0_1,488,488,000488.jpg,48800000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000488.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000488.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000488.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000488.jpg,569,518,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9177850302594758,-0.35689286992842295,-0.17406354479289132,-0.117,-0.061748023723366276,0.5613064780903816,-0.825301289966295,-0.028,0.3922471412233258,-0.7467010894916558,-0.5371961123780612,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,489,489,000489.jpg,48900000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000489.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000489.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000489.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000489.jpg,573,521,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9177537858049101,-0.35892801225260434,-0.16999609013488984,-0.119,-0.06667553562946607,0.5612135781129922,-0.8249810256546123,-0.028,0.3915129136941451,-0.7457948791470793,-0.5389876034276802,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,490,490,000490.jpg,49000000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000490.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000490.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000490.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000490.jpg,574,523,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9179895130943541,-0.35928250825410063,-0.16796229669611262,-0.119,-0.0687317841783221,0.561209769440595,-0.8248148498469816,-0.028,0.3906036299017911,-0.7456270340774109,-0.5398788108089334,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,491,491,000491.jpg,49100000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000491.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000491.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000491.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000491.jpg,574,528,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9180551030850844,-0.3599984204142791,-0.16606012464965522,-0.119,-0.06970010097668083,0.5589021114721453,-0.8262991744615373,-0.029,0.39027775189379615,-0.7470137663331258,-0.5381948618163525,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,492,492,000492.jpg,49200000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000492.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000492.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000492.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000492.jpg,573,536,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.918687085983959,-0.3579079478934239,-0.16708063586490263,-0.12,-0.06821545674021319,0.5604143234335525,-0.8253983508296087,-0.028,0.38905101144711873,-0.7468853238116491,-0.5392602558753444,-0.196,0.0,0.0,0.0,1.0
10_assy_0_1,493,493,000493.jpg,49300000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000493.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000493.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000493.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000493.jpg,566,534,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.917711583285486,-0.3600119881843607,-0.16791908249865597,-0.12,-0.07009054425131349,0.5628189923132861,-0.8236031189219791,-0.028,0.3910150451200073,-0.7440605823822419,-0.5417389447278067,-0.196,0.0,0.0,0.0,1.0
